_unit_id,_created_at,_id,_started_at,rewire_id,text,does_the_text_contain_hate_speech
3236289752,03/02/2022 15:04,6336783080,03/02/2022 15:03,kenya2022_english-8,I assume you are a Muslim. Stop peddling lies tafadhali. Stand up for the truth.,non-hateful
3236289752,03/04/2022 3:07,6338447536,03/04/2022 3:05,kenya2022_english-8,I assume you are a Muslim. Stop peddling lies tafadhali. Stand up for the truth.,non-hateful
3236289752,03/04/2022 13:42,6338892275,03/04/2022 13:39,kenya2022_english-8,I assume you are a Muslim. Stop peddling lies tafadhali. Stand up for the truth.,non-hateful
3236289753,03/04/2022 7:24,6338632185,03/04/2022 7:23,kenya2022_english-9,"Fury, anger, lies, insults and desperation at SAGANA is an indication The Mganga project has failed. Beef inside a Hindu temple!",non-hateful
3236289753,03/04/2022 19:08,6339372033,03/04/2022 19:07,kenya2022_english-9,"Fury, anger, lies, insults and desperation at SAGANA is an indication The Mganga project has failed. Beef inside a Hindu temple!",non-hateful
3236289753,03/04/2022 22:40,6339466360,03/04/2022 22:34,kenya2022_english-9,"Fury, anger, lies, insults and desperation at SAGANA is an indication The Mganga project has failed. Beef inside a Hindu temple!",non-hateful
3236289758,03/04/2022 8:54,6338686099,03/04/2022 8:45,kenya2022_english-10,All Uhuru is saying that a slave serving his master has nothing to ask for,non-hateful
3236289758,03/04/2022 19:31,6339387370,03/04/2022 19:30,kenya2022_english-10,All Uhuru is saying that a slave serving his master has nothing to ask for,non-hateful
3236289758,03/06/2022 14:03,6340130183,03/06/2022 14:02,kenya2022_english-10,All Uhuru is saying that a slave serving his master has nothing to ask for,non-hateful
3236289759,03/02/2022 15:13,6336789176,03/02/2022 15:11,kenya2022_english-11,Our point is being proven here.Ruto is a Warlord.Period!,non-hateful
3236289759,03/04/2022 3:19,6338456402,03/04/2022 3:17,kenya2022_english-11,Our point is being proven here.Ruto is a Warlord.Period!,non-hateful
3236289759,03/04/2022 16:34,6339204689,03/04/2022 16:33,kenya2022_english-11,Our point is being proven here.Ruto is a Warlord.Period!,non-hateful
3236289760,03/04/2022 7:15,6338624504,03/04/2022 7:14,kenya2022_english-12,Uhuru confirms he won't handover to ruto,non-hateful
3236289760,03/04/2022 19:01,6339362762,03/04/2022 19:00,kenya2022_english-12,Uhuru confirms he won't handover to ruto,non-hateful
3236289760,03/04/2022 19:38,6339391527,03/04/2022 19:27,kenya2022_english-12,Uhuru confirms he won't handover to ruto,non-hateful
3236289761,03/04/2022 8:19,6338665341,03/04/2022 8:17,kenya2022_english-13,I understand that the only ancestor you know is Ruto 😂😂,non-hateful
3236289761,03/04/2022 19:22,6339381771,03/04/2022 19:22,kenya2022_english-13,I understand that the only ancestor you know is Ruto 😂😂,non-hateful
3236289761,03/06/2022 13:26,6340120773,03/06/2022 13:25,kenya2022_english-13,I understand that the only ancestor you know is Ruto 😂😂,non-hateful
3236289762,03/04/2022 9:17,6338699187,03/04/2022 9:16,kenya2022_english-14,"[USER] Good for him, he has finally learned the hard way that Raila is Judas.",non-hateful
3236289762,03/04/2022 19:36,6339390476,03/04/2022 19:35,kenya2022_english-14,"[USER] Good for him, he has finally learned the hard way that Raila is Judas.",non-hateful
3236289762,03/06/2022 14:27,6340136686,03/06/2022 14:26,kenya2022_english-14,"[USER] Good for him, he has finally learned the hard way that Raila is Judas.",non-hateful
3236289764,03/02/2022 15:55,6336845149,03/02/2022 15:51,kenya2022_english-15,"#JKLive Ruto keeps Stolen money in the House just like Murkomen, Waiguru , it's never kept in the bank !",non-hateful
3236289764,03/04/2022 7:05,6338619028,03/04/2022 7:02,kenya2022_english-15,"#JKLive Ruto keeps Stolen money in the House just like Murkomen, Waiguru , it's never kept in the bank !",non-hateful
3236289764,03/04/2022 18:53,6339357692,03/04/2022 18:50,kenya2022_english-15,"#JKLive Ruto keeps Stolen money in the House just like Murkomen, Waiguru , it's never kept in the bank !",non-hateful
3236289765,03/02/2022 14:39,6336765401,03/02/2022 14:39,kenya2022_english-16,The only language [USER] speaks and understand is Violence.,non-hateful
3236289765,03/04/2022 2:36,6338419970,03/04/2022 2:33,kenya2022_english-16,The only language [USER] speaks and understand is Violence.,non-hateful
3236289765,03/04/2022 12:09,6338822661,03/04/2022 12:08,kenya2022_english-16,The only language [USER] speaks and understand is Violence.,non-hateful
3236289766,03/04/2022 9:15,6338698105,03/04/2022 9:14,kenya2022_english-17,[USER] How will God listen to you when you call other people kitendawili? Too much pride!,non-hateful
3236289766,03/04/2022 19:35,6339390082,03/04/2022 19:34,kenya2022_english-17,[USER] How will God listen to you when you call other people kitendawili? Too much pride!,non-hateful
3236289766,03/06/2022 14:24,6340135707,03/06/2022 14:22,kenya2022_english-17,[USER] How will God listen to you when you call other people kitendawili? Too much pride!,non-hateful
3236289767,03/02/2022 14:38,6336764596,03/02/2022 14:24,kenya2022_english-18,When your country is invaded america will do nothing‼️‼️‼️,non-hateful
3236289767,03/04/2022 2:33,6338416914,03/04/2022 2:31,kenya2022_english-18,When your country is invaded america will do nothing‼️‼️‼️,non-hateful
3236289767,03/04/2022 12:08,6338821596,03/04/2022 11:56,kenya2022_english-18,When your country is invaded america will do nothing‼️‼️‼️,non-hateful
3236289768,03/02/2022 15:14,6336790257,03/02/2022 15:13,kenya2022_english-19,[USER] Getting 10% will be hard for your old stooge senile Raila,non-hateful
3236289768,03/04/2022 3:20,6338457155,03/04/2022 3:19,kenya2022_english-19,[USER] Getting 10% will be hard for your old stooge senile Raila,non-hateful
3236289768,03/04/2022 16:36,6339205473,03/04/2022 16:34,kenya2022_english-19,[USER] Getting 10% will be hard for your old stooge senile Raila,non-hateful
3236289769,03/02/2022 15:35,6336816959,03/02/2022 15:34,kenya2022_english-20,[USER] That's how blinded you are don't forget how mganga can do,non-hateful
3236289769,03/04/2022 6:43,6338606965,03/04/2022 6:42,kenya2022_english-20,[USER] That's how blinded you are don't forget how mganga can do,non-hateful
3236289769,03/04/2022 18:26,6339331825,03/04/2022 18:23,kenya2022_english-20,[USER] That's how blinded you are don't forget how mganga can do,non-hateful
3236289770,03/04/2022 9:20,6338700753,03/04/2022 9:19,kenya2022_english-21,[USER] you hate Raila Odinga with passion 💔😂😂😂,non-hateful
3236289770,03/04/2022 19:37,6339391283,03/04/2022 19:36,kenya2022_english-21,[USER] you hate Raila Odinga with passion 💔😂😂😂,non-hateful
3236289770,03/06/2022 19:57,6340216633,03/06/2022 19:56,kenya2022_english-21,[USER] you hate Raila Odinga with passion 💔😂😂😂,non-hateful
3236289771,03/02/2022 15:03,6336782120,03/02/2022 15:01,kenya2022_english-22,"RT [USER]: Prof, ICC is an imperial court. No Kenyan should be tried there!",non-hateful
3236289771,03/04/2022 3:05,6338446012,03/04/2022 3:04,kenya2022_english-22,"RT [USER]: Prof, ICC is an imperial court. No Kenyan should be tried there!",non-hateful
3236289771,03/04/2022 13:39,6338890621,03/04/2022 13:39,kenya2022_english-22,"RT [USER]: Prof, ICC is an imperial court. No Kenyan should be tried there!",non-hateful
3236289772,03/02/2022 15:21,6336799355,03/02/2022 15:19,kenya2022_english-23,The UK and US want to see if he can play their tune. Be very worried!,non-hateful
3236289772,03/04/2022 3:29,6338463721,03/04/2022 3:27,kenya2022_english-23,The UK and US want to see if he can play their tune. Be very worried!,non-hateful
3236289772,03/04/2022 17:41,6339280219,03/04/2022 17:40,kenya2022_english-23,The UK and US want to see if he can play their tune. Be very worried!,non-hateful
3236289773,03/02/2022 15:15,6336791503,03/02/2022 15:14,kenya2022_english-24,Ruto or Raila won't give a shiet about you mkiwachagua,non-hateful
3236289773,03/04/2022 3:21,6338458367,03/04/2022 3:20,kenya2022_english-24,Ruto or Raila won't give a shiet about you mkiwachagua,non-hateful
3236289773,03/04/2022 16:38,6339207054,03/04/2022 16:36,kenya2022_english-24,Ruto or Raila won't give a shiet about you mkiwachagua,non-hateful
3236289775,03/04/2022 8:36,6338676156,03/04/2022 8:31,kenya2022_english-25,Charity Ngilu hates Ruto with passion.,non-hateful
3236289775,03/04/2022 19:26,6339384266,03/04/2022 19:25,kenya2022_english-25,Charity Ngilu hates Ruto with passion.,non-hateful
3236289775,03/06/2022 13:39,6340123859,03/06/2022 13:38,kenya2022_english-25,Charity Ngilu hates Ruto with passion.,non-hateful
3236289776,03/02/2022 15:11,6336787957,03/02/2022 15:11,kenya2022_english-26,We need to end this Ruto and Raila thing.,non-hateful
3236289776,03/04/2022 3:17,6338455428,03/04/2022 3:16,kenya2022_english-26,We need to end this Ruto and Raila thing.,non-hateful
3236289776,03/04/2022 16:33,6339203782,03/04/2022 16:31,kenya2022_english-26,We need to end this Ruto and Raila thing.,non-hateful
3236289778,03/04/2022 7:35,6338638973,03/04/2022 7:32,kenya2022_english-27,As if being stupid isn't enough .... someone will vote for Ruto,non-hateful
3236289778,03/04/2022 19:13,6339375569,03/04/2022 19:12,kenya2022_english-27,As if being stupid isn't enough .... someone will vote for Ruto,non-hateful
3236289778,03/06/2022 11:18,6340075842,03/06/2022 11:15,kenya2022_english-27,As if being stupid isn't enough .... someone will vote for Ruto,non-hateful
3236289780,03/04/2022 8:26,6338670574,03/04/2022 8:24,kenya2022_english-28,#WhoWantsUhuruDead apart from Ruto?Kenyans are awake and they won't support him.,non-hateful
3236289780,03/04/2022 19:24,6339382766,03/04/2022 19:23,kenya2022_english-28,#WhoWantsUhuruDead apart from Ruto?Kenyans are awake and they won't support him.,non-hateful
3236289780,03/06/2022 13:32,6340122086,03/06/2022 13:31,kenya2022_english-28,#WhoWantsUhuruDead apart from Ruto?Kenyans are awake and they won't support him.,non-hateful
3236289781,03/04/2022 8:36,6338676137,03/04/2022 8:31,kenya2022_english-29,Uhuru supporting Raila instead of Ruto is wild,non-hateful
3236289781,03/04/2022 19:26,6339384262,03/04/2022 19:25,kenya2022_english-29,Uhuru supporting Raila instead of Ruto is wild,non-hateful
3236289781,03/06/2022 13:39,6340123857,03/06/2022 13:38,kenya2022_english-29,Uhuru supporting Raila instead of Ruto is wild,non-hateful
3236289782,03/02/2022 15:07,6336785074,03/02/2022 15:07,kenya2022_english-30,U DESERVE IT RUTO🥺🤧💓💓,non-hateful
3236289782,03/04/2022 3:11,6338451111,03/04/2022 3:10,kenya2022_english-30,U DESERVE IT RUTO🥺🤧💓💓,non-hateful
3236289782,03/04/2022 13:56,6338902650,03/04/2022 13:55,kenya2022_english-30,U DESERVE IT RUTO🥺🤧💓💓,non-hateful
3236289783,03/02/2022 15:06,6336784173,03/02/2022 15:05,kenya2022_english-31,[USER] [USER] [USER] Are you even a Kenyan to begin with,non-hateful
3236289783,03/04/2022 3:09,6338448884,03/04/2022 3:08,kenya2022_english-31,[USER] [USER] [USER] Are you even a Kenyan to begin with,non-hateful
3236289783,03/04/2022 13:54,6338901055,03/04/2022 13:45,kenya2022_english-31,[USER] [USER] [USER] Are you even a Kenyan to begin with,non-hateful
3236289784,03/02/2022 15:26,6336804453,03/02/2022 15:21,kenya2022_english-32,You mean kikuyu and Kalenjins are not Kenyans or they are the scarecrows??,non-hateful
3236289784,03/04/2022 3:32,6338466347,03/04/2022 3:29,kenya2022_english-32,You mean kikuyu and Kalenjins are not Kenyans or they are the scarecrows??,non-hateful
3236289784,03/04/2022 17:45,6339290689,03/04/2022 17:41,kenya2022_english-32,You mean kikuyu and Kalenjins are not Kenyans or they are the scarecrows??,non-hateful
3236289785,03/04/2022 9:26,6338704332,03/04/2022 9:25,kenya2022_english-33,[USER] You'll never rule this country Mzee Jakom🙄🙄,non-hateful
3236289785,03/04/2022 19:42,6339393924,03/04/2022 19:41,kenya2022_english-33,[USER] You'll never rule this country Mzee Jakom🙄🙄,non-hateful
3236289785,03/09/2022 8:57,6342668842,03/09/2022 8:57,kenya2022_english-33,[USER] You'll never rule this country Mzee Jakom🙄🙄,non-hateful
3236289786,03/04/2022 7:23,6338631488,03/04/2022 7:22,kenya2022_english-34,I wish you spent more time doing this bro instead of spewing propagandas for Tangatanga.,non-hateful
3236289786,03/04/2022 19:06,6339371174,03/04/2022 19:06,kenya2022_english-34,I wish you spent more time doing this bro instead of spewing propagandas for Tangatanga.,non-hateful
3236289786,03/04/2022 21:01,6339426191,03/04/2022 20:57,kenya2022_english-34,I wish you spent more time doing this bro instead of spewing propagandas for Tangatanga.,non-hateful
3236289787,03/02/2022 14:56,6336777974,03/02/2022 14:53,kenya2022_english-35,If you are keen with the replies only Kalenjin accounts are replying positive but most Luhyas negative That alone tells alot,non-hateful
3236289787,03/04/2022 2:55,6338438061,03/04/2022 2:54,kenya2022_english-35,If you are keen with the replies only Kalenjin accounts are replying positive but most Luhyas negative That alone tells alot,non-hateful
3236289787,03/04/2022 13:33,6338885695,03/04/2022 13:31,kenya2022_english-35,If you are keen with the replies only Kalenjin accounts are replying positive but most Luhyas negative That alone tells alot,non-hateful
3236289788,03/02/2022 15:48,6336831056,03/02/2022 15:47,kenya2022_english-36,"Not surprised, you're a light weight anyway 🚮",non-hateful
3236289788,03/04/2022 6:58,6338614986,03/04/2022 6:56,kenya2022_english-36,"Not surprised, you're a light weight anyway 🚮",non-hateful
3236289788,03/04/2022 18:45,6339353289,03/04/2022 18:44,kenya2022_english-36,"Not surprised, you're a light weight anyway 🚮",non-hateful
3236289789,03/02/2022 14:47,6336771271,03/02/2022 14:46,kenya2022_english-37,[USER] [USER] [USER] That's what Ruto is. U camel herder shut up. Baba is statesman.,hateful
3236289789,03/04/2022 2:45,6338429697,03/04/2022 2:44,kenya2022_english-37,[USER] [USER] [USER] That's what Ruto is. U camel herder shut up. Baba is statesman.,hateful
3236289789,03/04/2022 12:35,6338844496,03/04/2022 12:34,kenya2022_english-37,[USER] [USER] [USER] That's what Ruto is. U camel herder shut up. Baba is statesman.,hateful
3236289792,03/04/2022 8:26,6338670569,03/04/2022 8:24,kenya2022_english-38,"He is saying nothing about the bad economy,only ruto ptoooh !",non-hateful
3236289792,03/04/2022 19:24,6339382776,03/04/2022 19:23,kenya2022_english-38,"He is saying nothing about the bad economy,only ruto ptoooh !",non-hateful
3236289792,03/06/2022 13:35,6340122666,03/06/2022 13:33,kenya2022_english-38,"He is saying nothing about the bad economy,only ruto ptoooh !",non-hateful
3236289793,03/04/2022 7:17,6338626939,03/04/2022 7:15,kenya2022_english-39,President Biden cannot meet that looter.... The world knows who Ruto is..,non-hateful
3236289793,03/04/2022 19:03,6339368382,03/04/2022 19:01,kenya2022_english-39,President Biden cannot meet that looter.... The world knows who Ruto is..,non-hateful
3236289793,03/04/2022 19:46,6339395771,03/04/2022 19:38,kenya2022_english-39,President Biden cannot meet that looter.... The world knows who Ruto is..,non-hateful
3236289795,03/02/2022 14:42,6336767132,03/02/2022 14:39,kenya2022_english-40,"RT [USER]: Hey you bigot [USER] respect our officers, you are a nobody",non-hateful
3236289795,03/04/2022 2:38,6338421990,03/04/2022 2:36,kenya2022_english-40,"RT [USER]: Hey you bigot [USER] respect our officers, you are a nobody",non-hateful
3236289795,03/04/2022 12:23,6338835025,03/04/2022 12:10,kenya2022_english-40,"RT [USER]: Hey you bigot [USER] respect our officers, you are a nobody",non-hateful
3236289796,03/02/2022 15:39,6336820805,03/02/2022 15:36,kenya2022_english-41,"Raila has confirmed that Azimio is not about future aspirations, it's about the ancestral thirst for control, theft and extended colonisation.",non-hateful
3236289796,03/04/2022 6:47,6338609280,03/04/2022 6:45,kenya2022_english-41,"Raila has confirmed that Azimio is not about future aspirations, it's about the ancestral thirst for control, theft and extended colonisation.",non-hateful
3236289796,03/04/2022 18:34,6339345476,03/04/2022 18:31,kenya2022_english-41,"Raila has confirmed that Azimio is not about future aspirations, it's about the ancestral thirst for control, theft and extended colonisation.",non-hateful
3236289797,03/04/2022 7:24,6338632216,03/04/2022 7:23,kenya2022_english-42,[USER] [USER] You are bitter to the extent of riding a Tigger.,non-hateful
3236289797,03/04/2022 19:08,6339372043,03/04/2022 19:07,kenya2022_english-42,[USER] [USER] You are bitter to the extent of riding a Tigger.,non-hateful
3236289797,03/04/2022 22:40,6339466347,03/04/2022 22:34,kenya2022_english-42,[USER] [USER] You are bitter to the extent of riding a Tigger.,non-hateful
3236289798,03/04/2022 9:22,6338702058,03/04/2022 9:20,kenya2022_english-43,[USER] I have counted 13 Kalenjins. Ruto is a pathetic Tribalist.,non-hateful
3236289798,03/04/2022 19:39,6339392136,03/04/2022 19:37,kenya2022_english-43,[USER] I have counted 13 Kalenjins. Ruto is a pathetic Tribalist.,non-hateful
3236289798,03/06/2022 20:03,6340217446,03/06/2022 20:02,kenya2022_english-43,[USER] I have counted 13 Kalenjins. Ruto is a pathetic Tribalist.,non-hateful
3236289799,03/04/2022 9:26,6338704339,03/04/2022 9:25,kenya2022_english-44,[USER] Most of these civil servants working under Ruto are Kalenjins,non-hateful
3236289799,03/04/2022 19:42,6339393926,03/04/2022 19:41,kenya2022_english-44,[USER] Most of these civil servants working under Ruto are Kalenjins,non-hateful
3236289799,03/06/2022 20:28,6340220962,03/06/2022 20:26,kenya2022_english-44,[USER] Most of these civil servants working under Ruto are Kalenjins,non-hateful
3236289800,03/02/2022 15:01,6336781299,03/02/2022 15:00,kenya2022_english-45,"wait, u're saying this is not part of an au??? 🤣💕",non-hateful
3236289800,03/04/2022 3:04,6338444801,03/04/2022 3:02,kenya2022_english-45,"wait, u're saying this is not part of an au??? 🤣💕",non-hateful
3236289800,03/04/2022 13:39,6338890005,03/04/2022 13:37,kenya2022_english-45,"wait, u're saying this is not part of an au??? 🤣💕",non-hateful
3236289803,03/02/2022 15:10,6336787046,03/02/2022 15:08,kenya2022_english-46,You've grown so fast ruto🥺🤍,non-hateful
3236289803,03/04/2022 3:15,6338453694,03/04/2022 3:13,kenya2022_english-46,You've grown so fast ruto🥺🤍,non-hateful
3236289803,03/04/2022 16:31,6339202181,03/04/2022 16:29,kenya2022_english-46,You've grown so fast ruto🥺🤍,non-hateful
3236289804,03/02/2022 15:47,6336829254,03/02/2022 15:45,kenya2022_english-47,JAHHAHHSHAHA dont expose him like that 😔🫂🤨🤨,non-hateful
3236289804,03/04/2022 6:56,6338613965,03/04/2022 6:54,kenya2022_english-47,JAHHAHHSHAHA dont expose him like that 😔🫂🤨🤨,non-hateful
3236289804,03/04/2022 18:44,6339352537,03/04/2022 18:43,kenya2022_english-47,JAHHAHHSHAHA dont expose him like that 😔🫂🤨🤨,non-hateful
3236289805,03/02/2022 14:53,6336776102,03/02/2022 14:53,kenya2022_english-48,that's where wetangula comes in😂,non-hateful
3236289805,03/04/2022 2:54,6338437277,03/04/2022 2:53,kenya2022_english-48,that's where wetangula comes in😂,non-hateful
3236289805,03/04/2022 13:31,6338884143,03/04/2022 13:29,kenya2022_english-48,that's where wetangula comes in😂,non-hateful
3236289806,03/04/2022 7:40,6338641987,03/04/2022 7:39,kenya2022_english-49,[USER] Russia security concerns are legitimate. A Tangatanga adherent is not expected to comprehend such a broad topic.,non-hateful
3236289806,03/04/2022 19:17,6339378129,03/04/2022 19:17,kenya2022_english-49,[USER] Russia security concerns are legitimate. A Tangatanga adherent is not expected to comprehend such a broad topic.,non-hateful
3236289806,03/06/2022 12:58,6340111687,03/06/2022 12:57,kenya2022_english-49,[USER] Russia security concerns are legitimate. A Tangatanga adherent is not expected to comprehend such a broad topic.,non-hateful
3236289807,03/02/2022 14:47,6336771258,03/02/2022 14:46,kenya2022_english-50,[USER] Raila is a brother to Idi Amin And cousin to Adolf Hitler,non-hateful
3236289807,03/04/2022 2:45,6338429677,03/04/2022 2:44,kenya2022_english-50,[USER] Raila is a brother to Idi Amin And cousin to Adolf Hitler,non-hateful
3236289807,03/04/2022 12:35,6338844487,03/04/2022 12:34,kenya2022_english-50,[USER] Raila is a brother to Idi Amin And cousin to Adolf Hitler,non-hateful
3236289808,03/02/2022 15:11,6336787944,03/02/2022 15:11,kenya2022_english-51,"Then immediately, Raila will go to Dubai or India 😂🗣️🤦🏿‍♂️",non-hateful
3236289808,03/04/2022 3:17,6338455401,03/04/2022 3:16,kenya2022_english-51,"Then immediately, Raila will go to Dubai or India 😂🗣️🤦🏿‍♂️",non-hateful
3236289808,03/04/2022 16:33,6339203779,03/04/2022 16:31,kenya2022_english-51,"Then immediately, Raila will go to Dubai or India 😂🗣️🤦🏿‍♂️",non-hateful
3236289809,03/02/2022 15:32,6336813160,03/02/2022 15:31,kenya2022_english-52,"[USER] [USER] Not really.,he hates Raila with deep passion",non-hateful
3236289809,03/04/2022 3:37,6338470348,03/04/2022 3:36,kenya2022_english-52,"[USER] [USER] Not really.,he hates Raila with deep passion",non-hateful
3236289809,03/04/2022 18:17,6339326324,03/04/2022 18:15,kenya2022_english-52,"[USER] [USER] Not really.,he hates Raila with deep passion",non-hateful
3236289810,03/04/2022 8:26,6338670557,03/04/2022 8:24,kenya2022_english-53,I think our president is afraid of Ruto haha,non-hateful
3236289810,03/04/2022 19:24,6339382771,03/04/2022 19:23,kenya2022_english-53,I think our president is afraid of Ruto haha,non-hateful
3236289810,03/06/2022 13:33,6340122382,03/06/2022 13:32,kenya2022_english-53,I think our president is afraid of Ruto haha,non-hateful
3236289811,03/02/2022 14:39,6336765406,03/02/2022 14:39,kenya2022_english-54,[USER] Only a gullible person like you can support this ineptitude Mudavadi.,non-hateful
3236289811,03/04/2022 2:36,6338419971,03/04/2022 2:33,kenya2022_english-54,[USER] Only a gullible person like you can support this ineptitude Mudavadi.,non-hateful
3236289811,03/04/2022 12:09,6338822691,03/04/2022 12:08,kenya2022_english-54,[USER] Only a gullible person like you can support this ineptitude Mudavadi.,non-hateful
3236289813,03/04/2022 8:24,6338668969,03/04/2022 8:19,kenya2022_english-55,They want to punish Uhuru & Raila😂.,non-hateful
3236289813,03/04/2022 19:23,6339382368,03/04/2022 19:23,kenya2022_english-55,They want to punish Uhuru & Raila😂.,non-hateful
3236289813,03/06/2022 13:32,6340122096,03/06/2022 13:31,kenya2022_english-55,They want to punish Uhuru & Raila😂.,non-hateful
3236289814,03/04/2022 8:26,6338670564,03/04/2022 8:24,kenya2022_english-56,[USER] We will vote him for posterity.Ruto is too tribal to lead this nation.,non-hateful
3236289814,03/04/2022 19:24,6339382790,03/04/2022 19:23,kenya2022_english-56,[USER] We will vote him for posterity.Ruto is too tribal to lead this nation.,non-hateful
3236289814,03/06/2022 13:33,6340122376,03/06/2022 13:32,kenya2022_english-56,[USER] We will vote him for posterity.Ruto is too tribal to lead this nation.,non-hateful
3236289815,03/02/2022 14:53,6336775560,03/02/2022 14:51,kenya2022_english-57,[USER] Dp you really think Uhuru will make Raila president??? 😂😂,non-hateful
3236289815,03/04/2022 2:52,6338436188,03/04/2022 2:51,kenya2022_english-57,[USER] Dp you really think Uhuru will make Raila president??? 😂😂,non-hateful
3236289815,03/04/2022 13:29,6338882574,03/04/2022 13:28,kenya2022_english-57,[USER] Dp you really think Uhuru will make Raila president??? 😂😂,non-hateful
3236289820,03/02/2022 15:16,6336793097,03/02/2022 15:15,kenya2022_english-58,The way Grand Mullah hates Raila🕺🏽🕺🏽 When i grow up i want to be the guy Nassir,non-hateful
3236289820,03/04/2022 3:22,6338459235,03/04/2022 3:21,kenya2022_english-58,The way Grand Mullah hates Raila🕺🏽🕺🏽 When i grow up i want to be the guy Nassir,non-hateful
3236289820,03/04/2022 16:39,6339207921,03/04/2022 16:38,kenya2022_english-58,The way Grand Mullah hates Raila🕺🏽🕺🏽 When i grow up i want to be the guy Nassir,non-hateful
3236289821,03/04/2022 8:45,6338681661,03/04/2022 8:42,kenya2022_english-59,Between 2 devils pick the lesser one and in this case ruto is far worse than Rails.,non-hateful
3236289821,03/04/2022 19:30,6339386919,03/04/2022 19:29,kenya2022_english-59,Between 2 devils pick the lesser one and in this case ruto is far worse than Rails.,non-hateful
3236289821,03/06/2022 13:57,6340128739,03/06/2022 13:56,kenya2022_english-59,Between 2 devils pick the lesser one and in this case ruto is far worse than Rails.,non-hateful
3236289823,03/02/2022 15:03,6336782112,03/02/2022 15:01,kenya2022_english-60,Raila will pick a Kikuyu deputy and weaken him worse than Uhuru has weakened Ruto.,non-hateful
3236289823,03/04/2022 3:05,6338446010,03/04/2022 3:04,kenya2022_english-60,Raila will pick a Kikuyu deputy and weaken him worse than Uhuru has weakened Ruto.,non-hateful
3236289823,03/04/2022 13:39,6338890617,03/04/2022 13:39,kenya2022_english-60,Raila will pick a Kikuyu deputy and weaken him worse than Uhuru has weakened Ruto.,non-hateful
3236289824,03/02/2022 15:35,6336817651,03/02/2022 15:35,kenya2022_english-61,Ruto has a longer campaign history than the late Mzee Daniel Moi,non-hateful
3236289824,03/04/2022 6:44,6338607667,03/04/2022 6:43,kenya2022_english-61,Ruto has a longer campaign history than the late Mzee Daniel Moi,non-hateful
